medcodeid	term
12724421000006114	Malignant neoplasm lymphatic or haematopoietic tissue NOS
12724541000006118	Malignant neoplasm of anus unspecified
12725351000006113	Other specified leukaemia
12725431000006113	Malignant neoplasm of rectum, rectosigmoid junction and anus NOS
12726621000006116	Secondary malignant neoplasm of other specified site NOS
12726631000006118	Malignant neoplasm of unspecified site
12726641000006111	Other malignant neoplasm NOS
12726671000006115	Neoplasm of uncertain behaviour of other specified sites NOS
12726681000006117	Neoplasm of uncertain behaviour NOS
12726691000006119	Unspecified nature neoplasm
12728601000006113	Disseminated malignancy NOS
12730141000006116	Malignant neoplasm of liver and intrahepatic bile ducts NOS
12730301000006115	Neoplasms NOS
12731331000006118	Other specified leukaemia NOS
12731741000006112	Malignant neoplasm of bone and articular cartilage NOS
12732041000006119	Malignant neoplasm of body of uterus NOS
12732221000006117	Other malignant neoplasm of skin
12732231000006119	Malignant neoplasm of uterine adnexa NOS
12732731000006114	Malignant neoplasm of kidney or urinary organs NOS
12732791000006113	Malignant neoplasm of penis, part unspecified
12732801000006114	Malignant neoplasm of genitourinary organ NOS
12759251000006116	Squamous cell carcinoma of skin NOS
12761761000006119	[M]Dermatofibroma protuberans
12761881000006119	[X]Neoplasms of uncertain and unknown behaviour
12762081000006117	Mesothelioma
12762111000006111	Malignant tumor of ureter
12762121000006115	Malignant tumor of thyroid gland
12762131000006117	Malignant tumor of tonsil
12762141000006110	Malignant tumor of stomach
12762151000006112	Malignant tumor of rectum
12762161000006114	Malignant tumor of head of pancreas
12762171000006119	Malignant tumor of hepatic flexure
12762181000006116	Neoplasm of urinary system
12762191000006118	Malignant tumor of gallbladder
12762201000006115	Malignant tumor of descending colon
12762211000006117	Malignant tumor of duodenum
12762221000006113	Malignant tumor of base of tongue
12762331000006115	Selective internal radiotherapy of liver using yttrium (90-Y) labeled microspheres
130662013	Urticaria pigmentosa
133678011	Acute panmyelosis
134219012	Anaplasia of cervix
138104014	Malignant pleural effusion
138122012	Clark melanoma level 1
139181000000118	Excepted from cancer quality indicators - patient unsuitable
139191000000116	Excepted from cancer quality indicators - informed dissent
139571000006117	Solitary myeloma
140251000006119	Short dis.+contact radiotherap
140261000006117	Short dist/contact radioth NOS
140927016	Bowen's disease of skin
143288017	Human immunodeficiency virus infection
144849016	Neuroblastoma
146211000006117	Severe vaginal dysplasia, not elsewhere classified
146221000006113	Severe vulvar dysplasia, not elsewhere classified
146651000006118	Sezary's disease
146721000006119	Sezary's disease of lymph nodes of inguinal region and lower limb
146741000006114	Sezary's disease of spleen
1476341013	Tumour marker monitoring
1478958017	Endoscopic removal of bladder lesion
1484959013	Awaiting radiotherapy
1488429015	Paraneoplastic antibody level
1488598017	Pre-operative chemotherapy
1488599013	Postoperative chemotherapy
1488604019	Administration of antineoplastic agent
1488620012	Iodine seed radiotherapy
1488634012	Gleason prostate grade 5-7 (medium)
1488636014	Combined pre-operative chemotherapy and radiotherapy
1488637017	Combined post-operative chemotherapy and radiotherapy
1488663010	Squamous cell carcinoma antigen level
1488772013	Cancer treatment started
1488780018	Cancer diagnosis discussed
1488781019	Cancer care plan
1488795016	Stereotactic radiotherapy
1488798019	Cancer confirmed
1488803011	Cancer primary healthcare multidisciplinary team
1489328015	Cancer diagnosis discussed with significant other
1489329011	Cancer diagnosis discussed with patient
1489330018	Cancer care plan discussed with patient
1489331019	Cancer care plan discussed with significant other
1490303017	Neoplasm of uncertain behaviour of cranial nerves
1490304011	Neoplasm of uncertain behaviour of vestibular fold
1490308014	TURBT - Transurethral resection of bladder tumour
1490770018	Ca extrahepatic bile ducts
1490806016	Gleason prostate grade 2-4 (low)
1490807013	Gleason prostate grade 8-10 (high)
1494921019	Ca larynx - glottis
1494922014	Ca pelvic bones/sacrum/coccyx
151101000006116	Secondary malig neop of large intestine or rectum NOS
151111000006118	Secondary malignant neoplasm of respiratory and digestive systems
151121000006114	Secondary malig neop of respiratory or digestive system NOS
151131000006112	Secondary malignant neoplasm of retroperitoneum and peritoneum
151141000006119	Secondary malig neop of retroperitoneum or peritoneum NOS
151151000006117	Secondary malig neop of small intestine or duodenum NOS
151321000006111	Secondary malignant neoplasm of large intestine
151331000006114	Secondary malignant neoplasm of liver
151401000006110	Secondary malignant neoplasm of other specified site NOS
151421000006117	Secondary malignant neoplastic disease
151621000006119	Secondary malignant neoplasm of small intestine
152611000006116	Secondary unspec malig neop lymph nodes head/face/neck NOS
153085017	Carcinoma in situ of adrenal gland
153088015	Carcinoma in situ of ampulla of Vater
153089011	Carcinoma in situ of anal canal
153099018	Carcinoma in situ of appendix
153102018	Carcinoma in situ of ascending colon
153107012	Carcinoma in situ of bladder
153111018	Carcinoma in situ of body of stomach
153112013	Carcinoma in situ of body of uterus
153124018	Carcinoma in situ of cardia of stomach
153129011	CIS - Carcinoma in situ of cervix
153133016	Carcinoma in situ of colon
153136012	Carcinoma in situ of common bile duct
153140015	Carcinoma in situ of cystic duct
153141016	Carcinoma in situ of descending colon
153143018	Carcinoma in situ of duodenum
153146014	Carcinoma in situ of endocervix
153149019	Carcinoma in situ of endometrium
153150019	Carcinoma in situ of epididymis
153151015	Carcinoma in situ of epiglottis
153155012	Carcinoma in situ of ethmoidal sinus
153156013	Carcinoma in situ of eustachian tube
153157016	Carcinoma in situ of exocervix
153160011	Carcinoma in situ of eye
153162015	Carcinoma in situ of fallopian tube
153169012	Carcinoma in situ of floor of mouth
153173010	Carcinoma in situ of frontal sinus
153174016	Carcinoma in situ of fundus of stomach
153180012	Carcinoma in situ of glottis
153187010	Carcinoma in situ of hepatic flexure of colon
153191017	Carcinoma in situ of hypopharynx
153193019	Carcinoma in situ of ileum
153200017	Carcinoma in situ of intrahepatic bile ducts
153203015	Carcinoma in situ of jejunum
153218019	Carcinoma in situ of larynx
153229015	Carcinoma in situ of lip
153231012	Carcinoma in situ of liver
153239014	Carcinoma in situ of main bronchus
153246017	Carcinoma in situ of mastoid air cells
153247014	Carcinoma in situ of maxillary sinus
153248016	Carcinoma in situ of Meckel's diverticulum
153256018	Carcinoma in situ of nasal cavity
153258017	Carcinoma in situ of nasopharynx
153265013	Carcinoma in situ of oropharynx
153267017	Carcinoma in situ of ovary
153268010	Carcinoma in situ of palate
153272014	Carcinoma in situ of pancreas
153276012	Carcinoma in situ of parathyroid gland
153280019	Carcinoma in situ of penis
153282010	Carcinoma in situ of perianal skin
153283017	Carcinoma in situ of pharynx
153286013	Carcinoma in situ of pituitary gland
153288014	Carcinoma in situ of pleura
153295017	Carcinoma in situ of prostate
153296016	Carcinoma in situ of pyloric antrum
153299011	Carcinoma in situ of rectosigmoid junction
153300015	Carcinoma in situ of rectum
153311011	Carcinoma in situ of scrotum
153313014	Carcinoma in situ of sigmoid colon
153317010	Carcinoma in situ of skin of axilla
153318017	Carcinoma in situ of skin of back
153319013	Carcinoma in situ of skin of breast
153320019	Carcinoma in situ of skin of buttock
153321015	Carcinoma in situ of skin of cheek
153327016	Carcinoma in situ of skin of eyebrow
153332015	Carcinoma in situ of skin of foot
153335018	Carcinoma in situ of skin of groin
153336017	Carcinoma in situ of skin of hand
153337014	Carcinoma in situ of skin of hip
153338016	Carcinoma in situ of skin of knee
153340014	Carcinoma in situ of skin of lip
153343011	Carcinoma in situ of skin of neck
153344017	Carcinoma in situ of skin of nose
153345016	Carcinoma in situ of skin of perineum
153348019	Carcinoma in situ of skin of shoulder
153350010	Carcinoma in situ of skin of thigh
153358015	Carcinoma in situ of skin
153364010	Carcinoma in situ of sphenoidal sinus
153365011	Carcinoma in situ of spleen
153367015	Carcinoma in situ of stomach
153376010	Carcinoma in situ of testis
153380017	Carcinoma in situ of thyroid
153382013	Carcinoma in situ of tongue
153386011	Carcinoma in situ of trachea
153388012	Carcinoma in situ of transverse colon
153410011	Carcinoma in situ of vagina
153422014	Carcinoma in situ of vulva
154080016	Letterer-Siwe disease of intra-abdominal lymph nodes
154081017	Letterer-Siwe disease of intrapelvic lymph nodes
154082012	Letterer-Siwe disease of intrathoracic lymph nodes
154089015	Letterer-Siwe disease of lymph nodes of multiple sites
154090012	Letterer-Siwe disease of spleen
154183017	Malignant histiocytosis of intra-abdominal lymph nodes
154184011	Malignant histiocytosis of intrapelvic lymph nodes
154185012	Malignant histiocytosis of intrathoracic lymph nodes
154192019	Malignant histiocytosis of lymph nodes of multiple sites
154193012	Malignant histiocytosis of spleen
154231019	Malignant melanoma of perianal skin
154341000006119	Seen in radiotherapy clinic
1545611000006118	Selective internal radiotherapy of liver using yttrium (90-Y) labelled microspheres
154798010	Hodgkin's disease, mixed cellularity of spleen
154811011	Hodgkin's disease, nodular sclerosis of spleen
154837014	Hodgkin's granuloma of intrapelvic lymph nodes
154838016	Hodgkin's granuloma of intrathoracic lymph nodes
154846015	Hodgkin's granuloma of spleen
154859011	Hodgkin's paragranuloma of spleen
154862014	Hodgkin's sarcoma of intra-abdominal lymph nodes
154863016	Hodgkin's sarcoma of intrapelvic lymph nodes
154864010	Hodgkin's sarcoma of intrathoracic lymph nodes
154872012	Hodgkin's sarcoma of spleen
155060012	Malignant melanoma of skin
155068017	Malignant neoplasm of acromion
155072018	Malignant neoplasm of adrenal gland
155076015	Malignant tumour of anal canal
155078019	Malignant neoplasm of anterior mediastinum
155085015	Malignant neoplasm of aortic body
155089014	Malignant neoplasm of areola of female breast
155090017	Malignant neoplasm of areola of male breast
155155010	Malignant neoplasm of broad ligament
155168019	Malignant neoplasm of carotid body
1551691000000115	Cancer chemotherapy management plan
155175018	Malignant neoplasm of cerebellum
155191015	Malignant neoplasm of clavicle
155193017	Malignant neoplasm of coccygeal body
155206014	Malignant neoplasm of cuboid
155207017	Malignant neoplasm of cystic duct
155209019	Malignant neoplasm of diaphragm
155211011	Malignant neoplasm of dorsal surface of tongue
155218017	Malignant neoplasm of endocervix
155222010	Malignant neoplasm of epicardium
155228014	Malignant neoplasm of ethmoid bone
155231010	Malignant neoplasm of exocervix
155246015	Malignant neoplasm of femur
155247012	Malignant neoplasm of fibula
155259011	Malignant neoplasm of frontal bone
155269017	Malignant neoplasm of glomus jugulare
155272012	Malignant neoplasm of great vessels
155287019	Malignant neoplasm of hilus of lung
155294016	Malignant neoplasm of ilium
155305011	Malignant neoplasm of intrahepatic bile ducts
155308013	Malignant neoplasm of ischium
155332018	Malignant neoplasm of lateral wall of oropharynx
155361017	Malignant neoplasm of main bronchus
155364013	Malignant neoplasm of male breast
155368011	Malignant neoplasm of mandible
155370019	Malignant neoplasm of maxilla
155402013	Malignant neoplasm of nasal bone
155417012	Malignant neoplasm of nipple of female breast
155418019	Malignant neoplasm of nipple of male breast
155421017	Malignant neoplasm of occipital bone
155425014	Malignant neoplasm of optic nerve
155441010	Malignant neoplasm of parametrium
155444019	Malignant neoplasm of parietal bone
155446017	Malignant neoplasm of parietal peritoneum
155447014	Malignant neoplasm of parietal pleura
155449012	Malignant neoplasm of patella
155452016	Malignant neoplasm of pelvic peritoneum
155457010	Malignant neoplasm of periadrenal tissue
155458017	Malignant neoplasm of perianal skin
155459013	Malignant neoplasm of pericardium
155468010	Primary malignant neoplasm of placenta
155473016	Malignant neoplasm of posterior mediastinum
155477015	Malignant neoplasm of presacral region
155479017	Malignant neoplasm of pubis
155483017	Malignant neoplasm of radius
1554871000006110	Procurement of drugs for chemotherapy for neoplasm in bands 1-5
155488014	Malignant tumour of rectum
155495017	Malignant neoplasm of rib
155501015	Malignant neoplasm of sacrococcygeal region
155503017	Malignant neoplasm of scapula
1555061000006111	Delivery of complex parenteral chemotherapy for neoplasm at first attendance
1555071000006116	Delivery of simple parenteral chemotherapy for neoplasm at first attendance
1555081000006118	Delivery of subsequent element of cycle of chemotherapy for neoplasm
155517014	Malignant neoplasm of skin of ankle
155520018	Malignant neoplasm of skin of back
155521019	Malignant neoplasm of skin of breast
155522014	Malignant neoplasm of skin of buttock
155525011	Malignant neoplasm of skin of chin
155529017	Malignant neoplasm of skin of eyebrow
155533012	Malignant neoplasm of skin of finger
155534018	Malignant neoplasm of skin of foot
155536016	Malignant neoplasm of skin of forehead
155537013	Malignant neoplasm of skin of groin
155538015	Malignant neoplasm of skin of hand
155539011	Malignant neoplasm of skin of hip
155540013	Malignant neoplasm of skin of knee
155542017	Malignant neoplasm of skin of lip
155545015	Malignant neoplasm of skin of neck
155547011	Malignant neoplasm of skin of perineum
155550014	Malignant neoplasm of skin of shoulder
155552018	Malignant neoplasm of skin of thigh
155553011	Malignant neoplasm of skin of toe
155556015	Malignant neoplasm of skin of umbilicus
1555711000006111	Volume definit multiple phases complex radiotherapy dosimetr
1555741000006110	Volume definition for superficial or deep X-ray, electron or megavoltage radiotherapy with simple calculation
155582012	Malignant neoplasm of sphenoid bone
155592016	Malignant neoplasm of sternum
155604019	Malignant neoplasm of talus
